Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LN05248,Female,No,2,Graduate,No,6306,2396,145,120,1.0,Semiurban,Y
LN05249,Female,Yes,0,Graduate,No,5591,829,110,360,1.0,Semiurban,Y
LN05250,Female,Yes,2,Graduate,No,5368,0,54,360,1.0,Urban,Y
LN05251,Male,Yes,0,Graduate,No,6450,462,117,180,1.0,Urban,Y
LN05252,Male,Yes,2,Graduate,No,5389,99,126,60,1.0,Semiurban,Y
LN05253,Male,Yes,0,Graduate,No,5027,0,203,360,1.0,Rural,N
LN05254,Female,No,0,Not Graduate,No,6470,4836,117,360,1.0,Urban,Y
LN05255,Male,Yes,1,Graduate,No,5273,3349,107,360,1.0,Semiurban,Y
LN05256,Female,Yes,0,Graduate,No,4526,0,90,60,1.0,Semiurban,Y
LN05257,Male,Yes,3+,Graduate,No,5936,0,207,360,1.0,Semiurban,N
LN05258,Male,No,0,Graduate,No,4929,291,138,120,1.0,Semiurban,Y
LN05259,Female,Yes,0,Not Graduate,No,4436,0,163,360,1.0,Rural,Y
LN05260,Male,Yes,2,Graduate,No,5310,5073,72,120,1.0,Rural,Y
LN05261,Male,Yes,2,Graduate,No,5334,296,62,360,1.0,Rural,Y
LN05262,Female,Yes,0,Graduate,No,2792,2042,104,360,1.0,Urban,N
LN05263,Male,No,3+,Graduate,No,5666,741,231,360,1.0,Semiurban,N
LN05264,Female,No,0,Graduate,No,8693,0,95,360,1.0,Semiurban,Y
LN05265,Male,Yes,0,Graduate,No,3040,3071,118,360,1.0,Urban,Y
LN05266,Male,Yes,0,Graduate,No,3994,2482,150,360,1.0,Semiurban,Y
LN05267,Male,Yes,0,Graduate,No,10560,1410,118,360,1.0,Semiurban,Y
LN05268,Male,Yes,0,Not Graduate,No,3355,5072,173,180,1.0,Urban,Y
LN05269,Male,Yes,0,Graduate,No,7572,1852,108,360,1.0,Urban,Y
LN05270,Male,Yes,0,Graduate,Yes,4542,815,94,360,1.0,Rural,Y
LN05271,Male,Yes,2,Graduate,No,5120,4372,285,360,1.0,Urban,N
LN05272,Male,No,0,Graduate,Yes,4737,2105,103,180,0.0,Semiurban,N
LN05273,Female,Yes,3+,Not Graduate,No,5851,3941,189,360,1.0,Urban,Y
LN05274,Female,No,1,Graduate,No,1840,1441,102,360,1.0,Urban,N
LN05275,Male,Yes,0,Not Graduate,No,5372,0,72,180,1.0,Semiurban,Y
LN05276,Male,Yes,0,Graduate,No,4193,0,145,360,1.0,Semiurban,Y
LN05277,Female,No,0,Not Graduate,No,1273,3124,82,360,0.0,Urban,N
LN05278,Male,Yes,2,Graduate,No,7241,616,130,360,1.0,Urban,Y
LN05279,Male,Yes,0,Graduate,Yes,784,1879,110,360,0.0,Urban,N
LN05280,Female,Yes,0,Graduate,No,9296,3200,212,360,1.0,Rural,N
LN05281,Male,Yes,3+,Graduate,No,6233,1769,72,360,1.0,Rural,Y
LN05282,Male,No,1,Graduate,No,2278,210,183,360,1.0,Semiurban,N
LN05283,Female,No,0,Graduate,Yes,7676,1483,164,60,0.0,Semiurban,N
LN05284,Male,Yes,0,Not Graduate,No,3499,1660,138,360,1.0,Urban,Y
LN05285,Male,Yes,2,Graduate,No,3590,887,112,360,0.0,Rural,N
LN05286,Female,Yes,2,Graduate,No,1398,0,158,360,1.0,Rural,N
LN05287,Male,Yes,0,Not Graduate,No,3272,966,161,360,1.0,Semiurban,Y
LN05288,Female,Yes,0,Graduate,No,3507,1360,169,360,1.0,Rural,Y
LN05289,Male,Yes,2,Not Graduate,No,6636,0,136,360,1.0,Urban,Y
LN05290,Male,Yes,1,Graduate,No,7334,122,92,360,1.0,Semiurban,Y
LN05291,Female,Yes,2,Graduate,No,2518,424,193,360,1.0,Semiurban,N
LN05292,Female,Yes,0,Graduate,No,5541,0,149,360,1.0,Urban,Y
LN05293,Male,Yes,3+,Not Graduate,No,1319,1692,119,360,1.0,Semiurban,N
LN05294,Female,Yes,0,Not Graduate,No,5548,1855,99,360,0.0,Semiurban,N
LN05295,Female,No,0,Not Graduate,Yes,9324,683,196,360,1.0,Rural,Y
LN05296,Male,No,1,Graduate,No,1440,0,219,180,1.0,Rural,N
LN05297,Male,Yes,0,Not Graduate,No,2970,2110,178,360,1.0,Urban,N
LN05298,Male,Yes,2,Graduate,No,6454,2319,182,360,1.0,Urban,Y
LN05299,Female,No,0,Graduate,No,6690,1647,208,360,1.0,Urban,N
LN05300,Female,No,2,Not Graduate,No,3117,1562,131,360,1.0,Urban,Y
LN05301,Female,No,0,Graduate,No,7947,2390,256,360,1.0,Semiurban,N
LN05302,Female,Yes,1,Graduate,No,3368,1356,97,60,1.0,Urban,Y
LN05303,Male,No,0,Graduate,No,8346,123,137,360,1.0,Urban,Y
LN05304,Female,Yes,1,Graduate,No,5937,1394,111,360,1.0,Urban,Y
LN05305,Male,No,1,Graduate,No,7542,911,153,360,1.0,Semiurban,Y
LN05306,Female,No,0,Graduate,No,5741,1394,236,360,1.0,Urban,N
LN05307,Male,Yes,0,Not Graduate,No,6313,2826,138,60,1.0,Urban,Y
LN05308,Male,No,0,Graduate,No,6420,0,171,360,1.0,Semiurban,Y
LN05309,Male,Yes,2,Graduate,No,7289,1766,50,360,1.0,Urban,Y
LN05310,Female,No,0,Graduate,No,4934,0,171,360,1.0,Semiurban,Y
LN05311,Male,Yes,0,Not Graduate,No,3200,122,199,360,1.0,Semiurban,Y
LN05312,Male,No,0,Graduate,No,4842,3860,156,360,1.0,Urban,Y
LN05313,Female,Yes,3+,Graduate,No,3665,2185,96,360,1.0,Rural,Y
LN05314,Male,No,0,Graduate,No,3795,1741,89,360,1.0,Rural,Y
LN05315,Female,Yes,0,Graduate,No,8309,0,122,360,1.0,Semiurban,Y
LN05316,Female,Yes,1,Graduate,No,6245,1146,89,360,1.0,Semiurban,Y
LN05317,Male,Yes,1,Graduate,No,6153,0,228,60,1.0,Urban,N
LN05318,Male,No,0,Graduate,No,7145,1555,173,360,1.0,Urban,Y
LN05319,Female,Yes,3+,Not Graduate,No,6235,0,222,360,1.0,Rural,N
LN05320,Male,Yes,1,Graduate,No,8734,2336,135,360,1.0,Semiurban,Y
LN05321,Female,Yes,0,Not Graduate,Yes,810,1741,111,360,1.0,Semiurban,N
LN05322,Female,No,0,Graduate,No,3004,0,114,360,0.0,Semiurban,N
LN05323,Female,Yes,2,Graduate,No,3598,2072,126,360,1.0,Urban,Y
LN05324,Male,Yes,0,Graduate,No,2248,4640,125,60,1.0,Urban,N
LN05325,Female,Yes,0,Not Graduate,No,5225,1195,211,360,1.0,Semiurban,N
LN05326,Male,Yes,0,Graduate,No,5319,2820,195,360,0.0,Urban,N
LN05327,Male,Yes,1,Not Graduate,No,8950,0,163,360,1.0,Semiurban,Y
LN05328,Male,Yes,0,Graduate,No,6807,2201,67,360,1.0,Urban,Y
LN05329,Male,No,1,Graduate,No,3984,646,164,360,0.0,Rural,N
LN05330,Female,No,0,Graduate,Yes,5988,1096,134,60,1.0,Semiurban,Y
LN05331,Male,Yes,1,Graduate,No,1346,2392,220,120,0.0,Semiurban,N
LN05332,Female,Yes,1,Graduate,No,5284,1134,194,360,1.0,Rural,Y
LN05333,Female,Yes,0,Graduate,No,5177,0,157,360,1.0,Semiurban,Y
LN05334,Male,Yes,2,Graduate,No,3195,3790,50,360,1.0,Urban,Y
LN05335,Female,No,0,Graduate,No,4597,0,143,360,1.0,Rural,Y
LN05336,Female,Yes,1,Graduate,No,3614,240,117,180,1.0,Rural,Y
LN05337,Male,Yes,0,Graduate,No,3134,1692,170,360,1.0,Urban,Y
LN05338,Female,Yes,0,Graduate,No,6348,1706,92,120,1.0,Urban,Y
LN05339,Female,No,3+,Graduate,Yes,7067,2141,163,120,1.0,Semiurban,Y
LN05340,Female,Yes,3+,Graduate,No,6019,1699,50,360,1.0,Semiurban,Y
LN05341,Female,Yes,0,Not Graduate,No,4123,3222,80,360,1.0,Semiurban,Y
LN05342,Male,Yes,0,Graduate,No,3674,2235,106,360,1.0,Urban,Y
LN05343,Female,No,0,Not Graduate,No,4186,0,122,360,0.0,Urban,N
LN05344,Female,No,2,Graduate,No,4559,0,169,360,1.0,Rural,Y
LN05345,Female,Yes,0,Graduate,No,3255,1726,67,360,1.0,Semiurban,Y
LN05346,Female,Yes,0,Graduate,No,7107,3699,117,360,1.0,Rural,Y
LN05347,Male,No,0,Graduate,No,4595,0,119,360,1.0,Semiurban,Y
LN05348,Female,Yes,3+,Graduate,No,6529,0,184,360,1.0,Urban,Y
LN05349,Male,Yes,0,Graduate,Yes,2200,2032,140,360,1.0,Semiurban,N
LN05350,Female,Yes,0,Graduate,No,3623,2224,101,360,1.0,Rural,Y
LN05351,Male,Yes,0,Graduate,No,6718,3183,96,360,0.0,Rural,N
LN05352,Male,Yes,0,Graduate,No,6747,3961,122,60,1.0,Semiurban,Y
LN05353,Male,No,1,Graduate,No,2594,1854,67,360,1.0,Urban,N
LN05354,Male,Yes,3+,Graduate,No,5606,109,231,360,1.0,Rural,N
LN05355,Male,Yes,2,Not Graduate,No,5658,155,149,360,0.0,Semiurban,N
LN05356,Female,No,0,Graduate,No,3583,684,104,180,1.0,Urban,Y
LN05357,Female,Yes,2,Graduate,No,5713,3046,97,360,1.0,Urban,Y
LN05358,Female,Yes,0,Not Graduate,No,1839,749,89,360,1.0,Urban,N
LN05359,Male,Yes,0,Graduate,No,3146,2942,168,60,0.0,Urban,N
LN05360,Female,No,3+,Graduate,No,6197,0,67,360,1.0,Semiurban,Y
LN05361,Male,No,0,Graduate,No,5059,1930,141,360,1.0,Semiurban,Y
LN05362,Male,No,0,Graduate,No,5162,373,178,120,1.0,Rural,Y
LN05363,Female,No,3+,Graduate,No,4649,2283,120,360,0.0,Semiurban,N
LN05364,Female,Yes,0,Graduate,No,6073,1115,99,360,1.0,Urban,Y
LN05365,Male,Yes,1,Graduate,No,6170,2696,191,360,0.0,Rural,N
LN05366,Male,No,3+,Graduate,No,6582,847,93,360,1.0,Rural,Y
LN05367,Female,Yes,0,Graduate,No,5251,1461,136,360,1.0,Urban,Y
LN05368,Female,Yes,0,Graduate,No,4223,2712,155,360,1.0,Rural,Y
LN05369,Female,Yes,0,Not Graduate,Yes,3885,1347,119,180,0.0,Semiurban,N
LN05370,Female,Yes,0,Not Graduate,No,2886,1587,90,360,1.0,Semiurban,N
LN05371,Male,No,0,Graduate,No,4194,2640,122,360,1.0,Urban,Y
LN05372,Female,Yes,1,Not Graduate,No,3787,1384,167,360,1.0,Semiurban,Y
LN05373,Female,Yes,0,Graduate,No,8203,0,113,360,1.0,Semiurban,Y
LN05374,Female,No,0,Graduate,No,2906,643,172,360,1.0,Semiurban,N
LN05375,Male,Yes,0,Graduate,No,7074,0,137,360,1.0,Urban,Y
LN05376,Male,Yes,0,Graduate,No,4464,1125,119,60,0.0,Semiurban,N
LN05377,Male,Yes,2,Graduate,No,4587,2206,113,360,1.0,Urban,Y
LN05378,Male,No,0,Graduate,No,5802,1686,161,60,0.0,Rural,N
LN05379,Female,No,2,Graduate,No,2162,3591,206,120,1.0,Urban,N
LN05380,Male,No,0,Graduate,No,3400,3424,156,360,1.0,Urban,Y
LN05381,Female,No,0,Graduate,No,2517,1885,101,360,1.0,Semiurban,N
LN05382,Female,Yes,0,Not Graduate,No,4239,0,204,360,1.0,Semiurban,N
LN05383,Female,No,0,Not Graduate,No,3181,2507,105,360,1.0,Rural,Y
LN05384,Female,No,1,Graduate,No,7634,342,236,360,1.0,Semiurban,N
LN05385,Male,Yes,0,Graduate,No,3833,2821,141,360,1.0,Semiurban,Y
LN05386,Male,Yes,3+,Graduate,No,243,1968,106,360,1.0,Urban,N
LN05387,Male,No,0,Not Graduate,No,4331,2484,177,360,1.0,Urban,Y
LN05388,Female,No,3+,Graduate,No,6614,2252,134,360,1.0,Urban,Y
LN05389,Female,No,0,Not Graduate,No,8260,5085,172,360,1.0,Rural,Y
LN05390,Female,No,0,Graduate,No,4541,2281,154,180,1.0,Semiurban,Y
LN05391,Female,Yes,0,Not Graduate,Yes,3966,0,81,360,0.0,Rural,N
LN05392,Female,Yes,0,Graduate,No,4971,3106,146,360,1.0,Semiurban,Y
LN05393,Male,Yes,2,Graduate,No,5830,854,175,360,1.0,Rural,Y
LN05394,Female,Yes,0,Graduate,No,2742,3517,155,360,1.0,Semiurban,N
LN05395,Male,No,0,Not Graduate,No,4511,3814,212,360,1.0,Urban,N
LN05396,Female,Yes,0,Not Graduate,No,4900,2432,165,360,1.0,Semiurban,Y
LN05397,Female,Yes,0,Graduate,No,5091,0,137,360,1.0,Urban,Y
LN05398,Male,Yes,2,Graduate,No,4710,809,160,360,1.0,Urban,Y
LN05399,Male,Yes,1,Not Graduate,No,3128,3511,125,360,1.0,Urban,Y
LN05400,Female,Yes,1,Not Graduate,No,5677,4498,168,360,1.0,Rural,Y
LN05401,Female,Yes,0,Graduate,Yes,4910,1592,167,120,1.0,Urban,Y
LN05402,Female,Yes,3+,Graduate,No,4905,1087,88,60,1.0,Urban,Y
LN05403,Female,Yes,1,Graduate,No,2834,0,188,360,1.0,Semiurban,N
LN05404,Male,No,0,Not Graduate,No,6280,0,261,180,1.0,Urban,N
LN05405,Female,Yes,0,Graduate,No,3104,1849,177,360,0.0,Rural,N
LN05406,Male,Yes,3+,Graduate,No,8232,2551,50,360,1.0,Semiurban,Y
LN05407,Female,Yes,0,Graduate,No,2641,0,128,360,1.0,Semiurban,N
LN05408,Male,Yes,1,Graduate,No,6524,2744,86,120,0.0,Semiurban,N
LN05409,Male,Yes,0,Graduate,No,1183,3558,135,360,0.0,Urban,N
LN05410,Female,No,0,Graduate,No,483,2445,184,360,1.0,Semiurban,N
LN05411,Male,No,1,Graduate,No,3890,3979,114,360,0.0,Urban,N
LN05412,Female,Yes,1,Graduate,No,480,2033,244,360,1.0,Urban,N
LN05413,Male,Yes,0,Not Graduate,No,6459,2048,50,360,1.0,Semiurban,Y
LN05414,Female,No,1,Graduate,No,4956,2019,137,360,1.0,Urban,Y
LN05415,Male,No,0,Graduate,No,7802,3539,168,360,1.0,Semiurban,Y
LN05416,Female,Yes,1,Graduate,No,4665,2306,89,360,1.0,Urban,Y
LN05417,Female,Yes,3+,Not Graduate,No,5486,705,95,120,1.0,Semiurban,Y
LN05418,Male,Yes,2,Graduate,No,4463,2135,187,180,1.0,Rural,Y
LN05419,Male,Yes,0,Graduate,No,3252,2150,246,360,1.0,Semiurban,N
LN05420,Male,Yes,0,Not Graduate,No,4186,1181,252,360,1.0,Rural,N
LN05421,Male,Yes,2,Graduate,No,2592,3033,132,360,1.0,Urban,N
LN05422,Female,Yes,0,Graduate,No,5774,1637,217,360,1.0,Semiurban,N
LN05423,Male,Yes,0,Graduate,No,4384,2557,146,360,1.0,Rural,Y
LN05424,Female,No,3+,Not Graduate,No,4799,2264,195,360,1.0,Semiurban,Y
LN05425,Male,No,0,Graduate,No,10647,411,139,360,1.0,Semiurban,Y
LN05426,Female,Yes,0,Not Graduate,No,4193,30,93,360,1.0,Rural,Y
LN05427,Female,No,0,Graduate,Yes,5627,427,230,360,1.0,Rural,N
LN05428,Female,Yes,0,Graduate,No,4891,1378,243,360,1.0,Urban,N
LN05429,Female,No,0,Graduate,No,7315,3887,128,360,1.0,Rural,Y
LN05430,Male,Yes,3+,Graduate,No,5476,1428,196,360,0.0,Rural,N
LN05431,Male,Yes,0,Graduate,No,4457,2060,142,120,1.0,Urban,Y
LN05432,Female,Yes,0,Graduate,No,9585,2809,259,360,1.0,Semiurban,N
LN05433,Male,Yes,2,Graduate,No,3280,961,75,360,1.0,Urban,Y
LN05434,Male,No,1,Not Graduate,No,4612,877,141,360,1.0,Semiurban,Y
LN05435,Female,Yes,1,Not Graduate,No,6832,3077,77,360,1.0,Semiurban,Y
LN05436,Male,Yes,0,Graduate,Yes,3363,2352,70,360,1.0,Semiurban,Y
LN05437,Male,Yes,2,Graduate,No,6531,654,144,360,0.0,Semiurban,N
LN05438,Male,Yes,0,Graduate,No,4041,881,127,360,1.0,Semiurban,Y
LN05439,Female,Yes,0,Graduate,No,7006,1627,99,180,0.0,Semiurban,N
LN05440,Male,Yes,0,Graduate,No,6954,1994,191,120,1.0,Semiurban,Y
LN05441,Female,No,0,Graduate,No,4819,3365,214,360,1.0,Urban,N
LN05442,Male,No,0,Graduate,No,2999,2297,175,360,1.0,Urban,N
LN05443,Male,No,1,Graduate,No,4217,24,56,360,1.0,Rural,Y
LN05444,Male,Yes,0,Graduate,No,4970,320,166,360,1.0,Semiurban,Y
LN05445,Female,No,1,Not Graduate,No,6776,1964,166,360,0.0,Rural,N
LN05446,Female,Yes,0,Graduate,No,5641,1714,107,360,1.0,Semiurban,Y
LN05447,Male,Yes,0,Graduate,Yes,6075,234,167,180,1.0,Urban,Y
LN05448,Female,Yes,0,Graduate,No,5698,3079,124,360,1.0,Urban,Y
LN05449,Male,No,3+,Graduate,No,6692,0,108,360,1.0,Semiurban,Y
LN05450,Female,No,2,Graduate,No,4599,2003,90,360,1.0,Rural,Y
LN05451,Female,No,3+,Not Graduate,No,5329,0,191,360,0.0,Urban,N
LN05452,Male,No,1,Graduate,No,5056,2821,214,360,1.0,Urban,N
LN05453,Male,No,1,Not Graduate,Yes,4124,1102,142,360,1.0,Rural,Y
LN05454,Male,No,1,Graduate,No,7023,2621,199,60,1.0,Urban,Y
LN05455,Male,Yes,1,Graduate,No,6981,913,226,360,1.0,Rural,N
LN05456,Female,Yes,0,Graduate,No,7411,3488,156,180,1.0,Semiurban,Y
LN05457,Female,Yes,0,Graduate,Yes,3472,0,146,360,1.0,Rural,Y
LN05458,Female,Yes,0,Not Graduate,No,5701,2819,173,360,1.0,Rural,Y
LN05459,Male,Yes,0,Graduate,No,7184,588,108,360,1.0,Urban,Y
LN05460,Male,Yes,0,Graduate,No,8005,2062,177,360,1.0,Urban,Y
LN05461,Female,Yes,0,Graduate,No,1982,2125,157,360,1.0,Rural,N
LN05462,Male,No,0,Graduate,No,4994,0,84,360,1.0,Urban,Y
LN05463,Female,No,0,Graduate,No,4621,2996,85,120,1.0,Rural,Y
LN05464,Female,Yes,3+,Graduate,No,8181,2090,100,360,1.0,Rural,Y
LN05465,Female,Yes,0,Graduate,No,581,1675,175,360,1.0,Urban,N
LN05466,Female,Yes,0,Graduate,No,2905,2077,133,360,1.0,Urban,N
LN05467,Female,Yes,2,Graduate,No,7866,1687,148,360,1.0,Semiurban,Y
LN05468,Male,No,0,Graduate,No,4060,2752,218,360,1.0,Semiurban,N
LN05469,Male,Yes,0,Not Graduate,No,2397,792,172,360,1.0,Semiurban,N
LN05470,Male,Yes,0,Graduate,No,8024,2754,117,360,1.0,Rural,Y
LN05471,Female,No,0,Graduate,No,2136,2358,100,360,1.0,Semiurban,N
LN05472,Female,No,0,Graduate,No,7044,1241,165,120,0.0,Rural,N
LN05473,Female,Yes,0,Graduate,No,1879,4269,101,360,1.0,Urban,N
LN05474,Female,No,0,Graduate,No,2114,2177,212,360,1.0,Rural,N
LN05475,Male,Yes,2,Graduate,No,5400,1792,162,180,1.0,Semiurban,Y
LN05476,Male,Yes,0,Not Graduate,No,3303,2360,156,360,1.0,Urban,Y
LN05477,Female,Yes,1,Graduate,No,5544,1342,102,360,1.0,Semiurban,Y
LN05478,Female,Yes,0,Graduate,No,8604,3301,180,360,1.0,Urban,Y
LN05479,Female,Yes,0,Graduate,No,4689,1467,206,180,1.0,Urban,N
LN05480,Male,Yes,2,Graduate,Yes,8255,2729,143,360,1.0,Semiurban,Y
LN05481,Male,Yes,0,Graduate,No,5648,0,196,180,1.0,Urban,Y
LN05482,Male,No,2,Not Graduate,No,6911,0,129,120,1.0,Semiurban,Y
LN05483,Female,Yes,0,Not Graduate,No,293,2103,146,360,0.0,Semiurban,N
LN05484,Female,Yes,2,Graduate,No,6272,924,254,60,1.0,Urban,N
LN05485,Male,No,0,Graduate,No,5965,1211,131,360,1.0,Rural,Y
LN05486,Female,Yes,0,Graduate,Yes,4279,0,176,180,1.0,Semiurban,Y
LN05487,Male,No,1,Graduate,No,8791,4050,130,360,1.0,Rural,Y
LN05488,Female,Yes,1,Graduate,No,4013,1656,164,360,1.0,Urban,Y
LN05489,Male,Yes,0,Graduate,Yes,1782,3501,184,360,1.0,Urban,N
LN05490,Female,Yes,3+,Graduate,No,6563,0,104,360,1.0,Semiurban,Y
LN05491,Male,Yes,0,Graduate,No,2152,1647,114,120,1.0,Rural,N
LN05492,Male,Yes,0,Graduate,No,5153,2111,178,360,1.0,Urban,Y
LN05493,Male,Yes,0,Graduate,Yes,7679,1700,158,360,1.0,Urban,Y
LN05494,Male,Yes,1,Graduate,No,5996,1850,208,360,1.0,Semiurban,N
LN05495,Male,Yes,3+,Graduate,No,4505,0,163,360,1.0,Semiurban,Y
LN05496,Male,Yes,0,Graduate,No,4297,1975,243,120,1.0,Rural,N
LN05497,Female,Yes,0,Graduate,No,7530,235,184,360,0.0,Semiurban,N
LN05498,Female,Yes,1,Graduate,No,2560,573,243,60,1.0,Rural,N
LN05499,Female,Yes,0,Graduate,No,6550,1524,234,360,1.0,Rural,N
LN05500,Male,Yes,0,Not Graduate,No,9387,972,117,360,1.0,Rural,Y
LN05501,Male,Yes,0,Graduate,No,6086,1058,224,360,1.0,Urban,N
LN05502,Female,No,0,Graduate,No,4523,3185,197,360,1.0,Semiurban,Y
LN05503,Male,Yes,0,Not Graduate,No,4679,1265,193,360,1.0,Semiurban,Y
LN05504,Male,No,0,Graduate,No,4039,904,209,360,0.0,Semiurban,N
LN05505,Male,Yes,1,Graduate,No,3697,1315,134,360,1.0,Urban,Y
LN05506,Male,Yes,1,Graduate,No,5235,0,166,360,1.0,Semiurban,Y
LN05507,Male,Yes,0,Graduate,No,6358,1743,128,360,1.0,Urban,Y
LN05508,Female,No,0,Graduate,No,8221,2582,265,180,1.0,Semiurban,N
LN05509,Female,Yes,0,Graduate,Yes,1086,1970,112,360,1.0,Urban,N
LN05510,Female,Yes,0,Graduate,No,121,1554,86,360,1.0,Semiurban,N
LN05511,Female,Yes,1,Graduate,No,8260,2402,109,360,1.0,Semiurban,Y
LN05512,Female,Yes,3+,Graduate,No,5114,668,147,360,1.0,Urban,Y
LN05513,Male,Yes,1,Graduate,No,5219,1558,146,360,1.0,Urban,Y
LN05514,Male,Yes,1,Graduate,No,6002,3597,194,360,1.0,Urban,Y
LN05515,Male,Yes,0,Graduate,No,4626,1058,151,360,1.0,Semiurban,Y
LN05516,Male,Yes,0,Graduate,No,8950,2411,125,360,1.0,Semiurban,Y
LN05517,Female,Yes,3+,Not Graduate,No,5983,2449,174,360,1.0,Semiurban,Y
LN05518,Female,No,3+,Graduate,No,4104,363,208,360,0.0,Semiurban,N
LN05519,Female,No,0,Graduate,No,4283,2531,160,360,1.0,Urban,Y
LN05520,Male,Yes,0,Graduate,No,4712,589,193,180,0.0,Urban,N
LN05521,Female,Yes,1,Graduate,No,3445,2143,154,360,0.0,Urban,N
LN05522,Male,No,0,Graduate,No,8378,565,137,360,1.0,Rural,Y
LN05523,Female,Yes,1,Graduate,Yes,5247,1921,184,360,1.0,Urban,Y
LN05524,Female,Yes,2,Graduate,No,2658,1693,161,360,0.0,Semiurban,N
LN05525,Male,No,0,Graduate,No,5810,1667,200,360,0.0,Urban,N
LN05526,Male,Yes,3+,Graduate,No,7878,1907,227,360,1.0,Rural,N
LN05527,Female,Yes,3+,Graduate,No,7121,704,144,360,1.0,Urban,Y
LN05528,Female,No,3+,Graduate,No,3480,0,182,360,1.0,Semiurban,Y
LN05529,Male,Yes,0,Graduate,No,2781,1622,203,360,1.0,Rural,N
LN05530,Female,No,0,Graduate,No,7854,3154,170,180,1.0,Semiurban,Y
LN05531,Female,No,0,Graduate,No,1751,2374,175,360,1.0,Urban,N
LN05532,Male,No,0,Graduate,No,5741,2170,157,360,0.0,Semiurban,N
LN05533,Female,Yes,0,Graduate,No,3862,733,162,180,0.0,Semiurban,N
LN05534,Male,Yes,0,Not Graduate,No,7627,1779,176,360,1.0,Urban,Y
LN05535,Female,Yes,1,Graduate,No,2890,254,119,360,1.0,Semiurban,N
LN05536,Male,Yes,0,Graduate,Yes,3407,864,65,360,1.0,Urban,Y
LN05537,Female,Yes,0,Graduate,Yes,6234,2035,145,180,1.0,Urban,Y
LN05538,Male,Yes,0,Graduate,No,6591,0,141,360,1.0,Semiurban,Y
LN05539,Female,Yes,1,Graduate,No,7719,4094,231,360,1.0,Semiurban,N
LN05540,Male,Yes,1,Not Graduate,No,5945,0,164,360,0.0,Rural,N
LN05541,Female,Yes,0,Graduate,No,5698,4333,178,360,1.0,Urban,Y
LN05542,Female,No,3+,Not Graduate,No,7098,241,129,360,1.0,Rural,Y
LN05543,Female,No,0,Graduate,No,2258,226,120,360,1.0,Semiurban,N
LN05544,Female,No,0,Not Graduate,No,3240,903,108,360,1.0,Rural,Y
LN05545,Female,Yes,1,Graduate,Yes,2426,840,86,360,1.0,Urban,N
LN05546,Female,No,1,Graduate,No,-371,592,186,360,1.0,Rural,N
LN05547,Female,No,0,Not Graduate,No,6684,944,165,360,1.0,Semiurban,Y
LN05548,Female,Yes,3+,Graduate,No,7859,1637,223,360,0.0,Semiurban,N
LN05549,Female,Yes,3+,Not Graduate,No,6111,153,177,360,1.0,Semiurban,Y
LN05550,Male,Yes,0,Graduate,No,5760,2761,162,180,1.0,Semiurban,Y
LN05551,Male,Yes,0,Not Graduate,No,5169,3618,50,60,1.0,Semiurban,Y
LN05552,Female,Yes,0,Graduate,No,5110,0,245,360,1.0,Urban,N
LN05553,Male,Yes,0,Graduate,No,8390,4283,151,360,1.0,Semiurban,Y
LN05554,Female,No,0,Graduate,No,8098,2658,50,60,1.0,Semiurban,Y
LN05555,Female,Yes,1,Graduate,No,3829,1886,161,360,1.0,Semiurban,Y
LN05556,Male,Yes,0,Graduate,No,7217,638,109,360,1.0,Rural,Y
LN05557,Female,No,1,Graduate,No,7458,1749,107,60,1.0,Semiurban,Y
LN05558,Female,Yes,0,Graduate,No,6300,2846,163,360,1.0,Semiurban,Y
LN05559,Male,No,0,Graduate,No,5775,5414,120,360,1.0,Semiurban,Y
LN05560,Male,Yes,0,Graduate,No,5706,4787,201,360,1.0,Rural,N
LN05561,Female,No,0,Graduate,No,2035,0,144,360,1.0,Urban,N
LN05562,Male,Yes,0,Graduate,No,1858,1188,169,60,1.0,Semiurban,N
LN05563,Male,Yes,1,Not Graduate,No,6566,1616,178,60,1.0,Semiurban,Y
LN05564,Female,Yes,1,Graduate,No,2799,3515,162,360,1.0,Semiurban,N
LN05565,Male,No,0,Graduate,No,2221,1374,160,360,1.0,Semiurban,N
LN05566,Male,No,1,Not Graduate,No,849,367,157,360,1.0,Rural,N
LN05567,Female,Yes,0,Graduate,Yes,4048,1580,224,180,1.0,Semiurban,N
LN05568,Male,No,0,Graduate,No,5748,921,192,360,1.0,Semiurban,Y
LN05569,Male,Yes,0,Graduate,No,5909,2979,115,360,1.0,Urban,Y
LN05570,Female,Yes,1,Graduate,Yes,6701,5081,94,360,0.0,Urban,N
LN05571,Female,No,0,Graduate,No,4217,2865,110,360,1.0,Urban,Y
LN05572,Female,Yes,0,Graduate,Yes,5214,2926,171,180,1.0,Urban,Y
LN05573,Male,Yes,0,Graduate,No,6691,3353,94,360,1.0,Rural,Y
LN05574,Female,No,3+,Graduate,No,5927,2181,117,360,1.0,Rural,Y
LN05575,Female,No,1,Graduate,Yes,3830,901,82,360,1.0,Urban,Y
LN05576,Male,No,1,Graduate,No,5599,1049,196,360,1.0,Semiurban,Y
LN05577,Female,No,1,Graduate,No,1031,3144,183,360,1.0,Urban,N
